,Date,prices,Brand
236,2018-08-25,41.75477045681697,Apple
237,2018-08-26,42.91423139889524,Apple
238,2018-08-27,41.1398035418977,Apple
239,2018-08-28,39.847703849164105,Apple
240,2018-08-29,38.92987170659257,Apple
241,2018-08-30,40.37120921756864,Apple
242,2018-08-31,39.7679734880572,Apple
243,2018-09-01,39.68467595973997,Apple
244,2018-09-02,39.93933523837335,Apple
245,2018-09-03,38.96675188076914,Apple
246,2018-09-04,39.387329611716474,Apple
247,2018-09-05,39.35712765947556,Apple
248,2018-09-06,38.53595414919535,Apple
249,2018-09-07,36.54009763592163,Apple
250,2018-09-08,35.65782600506552,Apple
251,2018-09-09,37.274702382678974,Apple
252,2018-09-10,37.57743600601571,Apple
253,2018-09-11,37.91532495799282,Apple
254,2018-09-12,38.3619289542005,Apple
255,2018-09-13,38.29122239510023,Apple
256,2018-09-14,38.09166604279112,Apple
257,2018-09-15,37.472994047919975,Apple
258,2018-09-16,37.300497278039124,Apple
259,2018-09-17,38.81897995355928,Apple
260,2018-09-18,37.35771938351013,Apple
261,2018-09-19,37.60031723100839,Apple
262,2018-09-20,38.55407030673812,Apple
263,2018-09-21,38.498556407883676,Apple
264,2018-09-22,39.88791049953277,Apple
265,2018-09-23,39.620449333452896,Apple
266,2018-09-24,39.25958522315483,Apple
267,2018-09-25,39.53494471693226,Apple
268,2018-09-26,38.48757297933507,Apple
269,2018-09-27,39.097913145911505,Apple
270,2018-09-28,39.29734631564937,Apple
271,2018-09-29,40.32180106801832,Apple
272,2018-09-30,39.95861612423804,Apple
273,2018-10-01,38.85862352922802,Apple
274,2018-10-02,38.62022344416464,Apple
275,2018-10-03,36.721890305635775,Apple
276,2018-10-04,38.20773362797922,Apple
277,2018-10-05,39.722010146814924,Apple
278,2018-10-06,39.14290759553255,Apple
279,2018-10-07,39.2587779935327,Apple
280,2018-10-08,38.446573229781656,Apple
281,2018-10-09,38.53511929886634,Apple
282,2018-10-10,37.361848667448186,Apple
283,2018-10-11,38.61446772779791,Apple
284,2018-10-12,38.46344082658275,Apple
285,2018-10-13,38.634667342110305,Apple
286,2018-10-14,39.73686463394106,Apple
287,2018-10-15,39.652190342349954,Apple
288,2018-10-16,39.499239825727045,Apple
289,2018-10-17,39.868317961261255,Apple
290,2018-10-18,41.0664567684715,Apple
291,2018-10-19,40.7762650054059,Apple
292,2018-10-20,40.434665653986826,Apple
293,2018-10-21,38.98596728447977,Apple
294,2018-10-22,37.7387532916258,Apple
295,2018-10-23,37.744473380809495,Apple
296,2018-10-24,37.4793865853221,Apple
297,2018-10-25,36.225615359571115,Apple
298,2018-10-26,35.96196778168145,Apple
299,2018-10-27,37.25781374615823,Apple
300,2018-10-28,39.123956973495034,Apple
301,2018-10-29,40.91242687402139,Apple
302,2018-10-30,41.14666559983231,Apple
303,2018-10-31,40.66450611797006,Apple
304,2018-11-01,42.53077133831364,Apple
305,2018-11-02,42.371577027395325,Apple
306,2018-11-03,43.68662878926578,Apple
307,2018-11-04,43.78792961995245,Apple
308,2018-11-05,43.58666148095132,Apple
309,2018-11-06,40.25341102577158,Apple
310,2018-11-07,40.22795762488864,Apple
311,2018-11-08,41.06172395494195,Apple
312,2018-11-09,40.327858666127874,Apple
313,2018-11-10,40.09978888280287,Apple
314,2018-11-11,40.84506077437809,Apple
315,2018-11-12,39.85604818087049,Apple
316,2018-11-13,39.61465627337599,Apple
317,2018-11-14,38.78256925754416,Apple
318,2018-11-15,38.325871033439775,Apple
319,2018-11-16,39.128892460629146,Apple
320,2018-11-17,37.867765137096164,Apple
321,2018-11-18,37.627830741785,Apple
322,2018-11-19,37.04985826757196,Apple
323,2018-11-20,38.00831445106693,Apple
324,2018-11-21,39.792144930838845,Apple
325,2018-11-22,42.21812188361881,Apple
326,2018-11-23,42.42820907358918,Apple
327,2018-11-24,42.63536372272636,Apple
328,2018-11-25,41.90554011370308,Apple
329,2018-11-26,42.083283798264084,Apple
330,2018-11-27,42.49954489491383,Apple
331,2018-11-28,42.985803374305156,Apple
332,2018-11-29,43.134096319029666,Apple
333,2018-11-30,43.46971309516156,Apple
334,2018-12-01,43.62255978587354,Apple
335,2018-12-02,45.5903686397533,Apple
336,2018-12-03,44.895763548552445,Apple
337,2018-12-04,45.382526387204166,Apple
338,2018-12-05,47.71344205693991,Apple
339,2018-12-06,48.02622520370446,Apple
340,2018-12-07,47.381948126174976,Apple
341,2018-12-08,48.442598056335015,Apple
342,2018-12-09,49.547493043294224,Apple
343,2018-12-10,50.73352955145469,Apple
344,2018-12-11,51.72377997827284,Apple
345,2018-12-12,53.44926693973337,Apple
346,2018-12-13,54.60860712048352,Apple
347,2018-12-14,56.17054156136647,Apple
348,2018-12-15,57.16789061608816,Apple
349,2018-12-16,56.20666240405395,Apple
350,2018-12-17,53.85975367006968,Apple
351,2018-12-18,53.857045746866326,Apple
352,2018-12-19,55.066416067626555,Apple
353,2018-12-20,55.58528365625684,Apple
354,2018-12-21,54.35268390366096,Apple
355,2018-12-22,54.92893199049048,Apple
356,2018-12-23,52.77068516654572,Apple
357,2018-12-24,52.859993413959366,Apple
358,2018-12-25,52.8191427276067,Apple
359,2018-12-26,51.74730447328351,Apple
360,2018-12-27,52.267024729319175,Apple
361,2018-12-28,51.434729953769555,Apple
362,2018-12-29,52.07325833668123,Apple
363,2018-12-30,52.05270401997428,Apple
364,2018-12-31,52.6498369753686,Apple
365,2018-01-01,0.29610575604584927,Google
366,2018-01-02,1.0051105578747082,Google
367,2018-01-03,1.0014153546094267,Google
368,2018-01-04,-0.4741051600378061,Google
369,2018-01-05,-0.40361953072647794,Google
370,2018-01-06,-1.0563038163635072,Google
371,2018-01-07,0.15491961764768236,Google
372,2018-01-08,0.5529096452112751,Google
373,2018-01-09,0.2683038323380564,Google
374,2018-01-10,0.8572077817478903,Google
375,2018-01-11,0.5436143197551195,Google
376,2018-01-12,1.5478721659270709,Google
377,2018-01-13,1.996422637428306,Google
378,2018-01-14,2.7761211291929095,Google
379,2018-01-15,1.8319593813463313,Google
380,2018-01-16,1.2730929370178765,Google
381,2018-01-17,0.8325967269197971,Google
382,2018-01-18,1.2625808994887044,Google
383,2018-01-19,-1.021403501390987,Google
384,2018-01-20,-0.6856900247252485,Google
385,2018-01-21,-0.6326520890487808,Google
386,2018-01-22,0.2258928448300902,Google
387,2018-01-23,0.5420191641610813,Google
388,2018-01-24,2.4979457978343245,Google
389,2018-01-25,3.722590831650752,Google
390,2018-01-26,3.894763532052191,Google
391,2018-01-27,3.6762107158390616,Google
392,2018-01-28,4.261781929894993,Google
393,2018-01-29,3.0737305413374374,Google
394,2018-01-30,2.8243464798580735,Google
395,2018-01-31,2.5639602213430512,Google
396,2018-02-01,4.475378225678773,Google
397,2018-02-02,4.510841886443694,Google
398,2018-02-03,4.347457673484297,Google
399,2018-02-04,3.9003892333709675,Google
400,2018-02-05,4.175567681351746,Google
401,2018-02-06,4.685132504469481,Google
402,2018-02-07,4.114618684154976,Google
403,2018-02-08,4.235524450236466,Google
404,2018-02-09,4.36395218186405,Google
405,2018-02-10,4.6523267962993735,Google
406,2018-02-11,5.0805349179617325,Google
407,2018-02-12,4.118375547754289,Google
408,2018-02-13,5.246694433438724,Google
409,2018-02-14,5.145372029482193,Google
410,2018-02-15,3.7506298541029146,Google
411,2018-02-16,2.863948053208569,Google
412,2018-02-17,2.6076294503396866,Google
413,2018-02-18,1.473964908759913,Google
414,2018-02-19,2.425278002165856,Google
415,2018-02-20,0.9924573689951186,Google
416,2018-02-21,0.4194418677220435,Google
417,2018-02-22,-0.16778486357442968,Google
418,2018-02-23,-0.0014994232304290644,Google
419,2018-02-24,1.7014175688732256,Google
420,2018-02-25,1.9403410426863792,Google
421,2018-02-26,1.6438206677546077,Google
422,2018-02-27,2.894877354168958,Google
423,2018-02-28,3.9429505873503743,Google
424,2018-03-01,3.602867842011127,Google
425,2018-03-02,3.9041716546561283,Google
426,2018-03-03,2.671004648605698,Google
427,2018-03-04,3.512281235147632,Google
428,2018-03-05,3.2376073267451155,Google
429,2018-03-06,3.187328076757382,Google
430,2018-03-07,1.742140678858971,Google
431,2018-03-08,2.226224470458032,Google
432,2018-03-09,2.6743985878993044,Google
433,2018-03-10,3.237245024986902,Google
434,2018-03-11,2.1325391579783926,Google
435,2018-03-12,2.6251615558334453,Google
436,2018-03-13,2.366947574729489,Google
437,2018-03-14,3.2619940718627345,Google
438,2018-03-15,3.5948756090682,Google
439,2018-03-16,3.1477722444628524,Google
440,2018-03-17,2.9240015861254407,Google
441,2018-03-18,2.4470749970051378,Google
442,2018-03-19,3.1761432980757274,Google
443,2018-03-20,2.838240971308842,Google
444,2018-03-21,3.3640267560542068,Google
445,2018-03-22,2.6483521677768866,Google
446,2018-03-23,4.311935380225679,Google
447,2018-03-24,5.46594088368347,Google
448,2018-03-25,4.461497145573704,Google
449,2018-03-26,5.936093787237263,Google
450,2018-03-27,7.519800297333982,Google
451,2018-03-28,7.786845292664976,Google
452,2018-03-29,6.968288254398395,Google
453,2018-03-30,5.931404991291105,Google
454,2018-03-31,6.612251405604237,Google
455,2018-04-01,6.540955224592447,Google
456,2018-04-02,7.10371065738204,Google
457,2018-04-03,6.79076244389642,Google
458,2018-04-04,8.237843063092699,Google
459,2018-04-05,8.072531014830277,Google
460,2018-04-06,7.510221457304397,Google
461,2018-04-07,8.038794660432522,Google
462,2018-04-08,8.586263712694093,Google
463,2018-04-09,9.630359032254859,Google
464,2018-04-10,9.66687644997162,Google
465,2018-04-11,10.114409714532366,Google
466,2018-04-12,11.58169962287863,Google
467,2018-04-13,9.83143535658509,Google
468,2018-04-14,8.045136955625301,Google
469,2018-04-15,7.135288558195108,Google
470,2018-04-16,5.223938801141083,Google
471,2018-04-17,5.34742065374975,Google
472,2018-04-18,5.9701487977657814,Google
473,2018-04-19,5.3265064479696935,Google
474,2018-04-20,5.551765132593881,Google
475,2018-04-21,5.507867788884672,Google
476,2018-04-22,3.4301528115476763,Google
477,2018-04-23,4.599139195582998,Google
478,2018-04-24,3.367739449678197,Google
479,2018-04-25,3.1533040088117508,Google
480,2018-04-26,2.9689954401282104,Google
481,2018-04-27,3.2166165303717005,Google
482,2018-04-28,3.0842202011311626,Google
483,2018-04-29,3.965251303348385,Google
484,2018-04-30,5.331002840052344,Google
485,2018-05-01,5.737824464937788,Google
486,2018-05-02,7.215415384113259,Google
487,2018-05-03,7.175606971484772,Google
488,2018-05-04,7.616016691688269,Google
489,2018-05-05,6.281750842317841,Google
490,2018-05-06,6.925489773216108,Google
491,2018-05-07,6.972632918759178,Google
492,2018-05-08,6.394456430208099,Google
493,2018-05-09,5.802986941186532,Google
494,2018-05-10,5.52788620754035,Google
495,2018-05-11,4.918930343756669,Google
496,2018-05-12,4.696593757504181,Google
497,2018-05-13,4.186493401004888,Google
498,2018-05-14,3.5643782539138646,Google
499,2018-05-15,2.4795418333952552,Google
500,2018-05-16,2.5462040614040373,Google
501,2018-05-17,2.252538805334908,Google
502,2018-05-18,2.2026595467856693,Google
503,2018-05-19,1.111896148145954,Google
504,2018-05-20,-0.42514219946737164,Google
505,2018-05-21,0.8974086175010563,Google
506,2018-05-22,1.5450251067227558,Google
507,2018-05-23,0.825518265680268,Google
508,2018-05-24,0.5348937363231361,Google
509,2018-05-25,0.2923909962165353,Google
510,2018-05-26,-0.7873223110794009,Google
511,2018-05-27,-1.3288598702373382,Google
512,2018-05-28,0.04487710751215923,Google
513,2018-05-29,0.2646804211565435,Google
514,2018-05-30,1.4676315461810898,Google
515,2018-05-31,1.6448092684027584,Google
516,2018-06-01,2.182078550038259,Google
517,2018-06-02,3.679785562581813,Google
518,2018-06-03,3.265850577423362,Google
519,2018-06-04,5.122297164797153,Google
520,2018-06-05,4.809078996446171,Google
521,2018-06-06,6.73261606936623,Google
522,2018-06-07,5.163794219933255,Google
523,2018-06-08,3.872253565129789,Google
524,2018-06-09,3.5630150354655226,Google
525,2018-06-10,3.7528286763213416,Google
526,2018-06-11,3.4354811709504487,Google
527,2018-06-12,2.5399343331254287,Google
528,2018-06-13,2.5081747885717056,Google
529,2018-06-14,1.156997641699004,Google
530,2018-06-15,0.7178997514453742,Google
531,2018-06-16,1.8722690946855096,Google
532,2018-06-17,1.8887580082232154,Google
533,2018-06-18,0.8969111324389551,Google
534,2018-06-19,-1.4844102538201684,Google
535,2018-06-20,-2.0922166925181487,Google
536,2018-06-21,-3.1962943374397694,Google
537,2018-06-22,-4.113984575547435,Google
538,2018-06-23,-1.7961269100501753,Google
539,2018-06-24,-1.5106386535892184,Google
540,2018-06-25,-1.3467697953344038,Google
541,2018-06-26,0.7502439365240332,Google
542,2018-06-27,1.2500468394782465,Google
543,2018-06-28,0.9014362096109407,Google
544,2018-06-29,0.8177051374190925,Google
545,2018-06-30,0.26323090524552306,Google
546,2018-07-01,-1.7011106790812611,Google
547,2018-07-02,-1.9817129666684643,Google
548,2018-07-03,-2.6690821458049387,Google
549,2018-07-04,-3.4291467288705966,Google
550,2018-07-05,-2.082430201632074,Google
551,2018-07-06,-4.207696288024353,Google
552,2018-07-07,-4.000185826487452,Google
553,2018-07-08,-3.314744138041115,Google
554,2018-07-09,-4.393334709849109,Google
555,2018-07-10,-3.1186472660302798,Google
556,2018-07-11,-3.716104181969138,Google
557,2018-07-12,-4.754401227801387,Google
558,2018-07-13,-5.745204566652836,Google
559,2018-07-14,-4.911943589864926,Google
560,2018-07-15,-4.701540280070858,Google
561,2018-07-16,-5.208499103065686,Google
562,2018-07-17,-4.329949732931107,Google
563,2018-07-18,-3.9359110814336966,Google
564,2018-07-19,-3.3184455805916704,Google
565,2018-07-20,-2.371334776157197,Google
566,2018-07-21,-3.5499499973342648,Google
567,2018-07-22,-4.523370772508504,Google
568,2018-07-23,-4.618968185894228,Google
569,2018-07-24,-5.147331035713939,Google
570,2018-07-25,-4.529423571362182,Google
571,2018-07-26,-5.313056251715609,Google
572,2018-07-27,-3.880233253061756,Google
573,2018-07-28,-4.434793602681143,Google
574,2018-07-29,-4.9519177411511395,Google
575,2018-07-30,-6.103512600494818,Google
576,2018-07-31,-4.868165130734647,Google
577,2018-08-01,-5.853547995021728,Google
578,2018-08-02,-5.628296627882889,Google
579,2018-08-03,-4.624623270329536,Google
580,2018-08-04,-4.64735463848853,Google
581,2018-08-05,-4.03770254934029,Google
582,2018-08-06,-4.614514208206117,Google
583,2018-08-07,-5.720100614073015,Google
584,2018-08-08,-5.438722758415447,Google
585,2018-08-09,-5.435719040322721,Google
586,2018-08-10,-4.978753654728117,Google
587,2018-08-11,-5.91081375388556,Google
588,2018-08-12,-5.314480850307312,Google
589,2018-08-13,-4.372025010112884,Google
590,2018-08-14,-5.258726474993278,Google
591,2018-08-15,-4.822424902767801,Google
592,2018-08-16,-5.830261900405026,Google
593,2018-08-17,-5.649878116065395,Google
594,2018-08-18,-6.043047221692681,Google
595,2018-08-19,-7.026537584375253,Google
596,2018-08-20,-7.57044731687489,Google
597,2018-08-21,-7.3103581711693195,Google
598,2018-08-22,-8.734403682481037,Google
599,2018-08-23,-7.98261637250582,Google
600,2018-08-24,-8.383763833999112,Google
601,2018-08-25,-7.527578968420624,Google
602,2018-08-26,-7.540644609035101,Google
603,2018-08-27,-7.318697350412656,Google
604,2018-08-28,-7.783561220370232,Google
605,2018-08-29,-8.746808657922317,Google
606,2018-08-30,-9.706957253706577,Google
607,2018-08-31,-8.523828534106196,Google
608,2018-09-01,-9.056587241865723,Google
609,2018-09-02,-8.919116500250299,Google
610,2018-09-03,-8.630945389615846,Google
611,2018-09-04,-9.323725964030485,Google
612,2018-09-05,-8.35689849675044,Google
613,2018-09-06,-8.453844958481186,Google
614,2018-09-07,-8.076657063051492,Google
615,2018-09-08,-7.54767433869627,Google
616,2018-09-09,-6.700743128006535,Google
617,2018-09-10,-7.876479559701498,Google
618,2018-09-11,-8.757056420663963,Google
619,2018-09-12,-7.716263696119478,Google
620,2018-09-13,-7.957944480582528,Google
621,2018-09-14,-5.1186803967769565,Google
622,2018-09-15,-5.181033531706289,Google
623,2018-09-16,-5.247106050534523,Google
624,2018-09-17,-6.513940117533462,Google
625,2018-09-18,-5.460228397912976,Google
626,2018-09-19,-5.761462037378349,Google
627,2018-09-20,-5.652621821278764,Google
628,2018-09-21,-6.215423247469513,Google
629,2018-09-22,-7.4279959460053036,Google
630,2018-09-23,-8.214704197158103,Google
631,2018-09-24,-9.205375934886483,Google
632,2018-09-25,-8.871287930391144,Google
633,2018-09-26,-10.302459617121174,Google
634,2018-09-27,-9.142884286811707,Google
635,2018-09-28,-7.1404761774330625,Google
636,2018-09-29,-6.881477009158257,Google
637,2018-09-30,-7.219993514508377,Google
638,2018-10-01,-8.075845255366842,Google
639,2018-10-02,-8.684744248049096,Google
640,2018-10-03,-9.954086101249633,Google
641,2018-10-04,-9.976345375845794,Google
642,2018-10-05,-9.48675611468936,Google
643,2018-10-06,-8.915736888275136,Google
644,2018-10-07,-9.410056647117568,Google
645,2018-10-08,-8.950412393339686,Google
646,2018-10-09,-8.22040898299361,Google
647,2018-10-10,-10.466425428936688,Google
648,2018-10-11,-11.375205362203925,Google
649,2018-10-12,-11.599556741482948,Google
650,2018-10-13,-12.796516905005197,Google
651,2018-10-14,-13.504943750587348,Google
652,2018-10-15,-12.912507535945323,Google
653,2018-10-16,-13.394223382180954,Google
654,2018-10-17,-14.120508671723723,Google
655,2018-10-18,-15.41100463538726,Google
656,2018-10-19,-15.221362731556315,Google
657,2018-10-20,-14.575067799424728,Google
658,2018-10-21,-13.594526202044507,Google
659,2018-10-22,-12.485593215623823,Google
660,2018-10-23,-13.195222841746183,Google
661,2018-10-24,-12.55391879815491,Google
662,2018-10-25,-10.301672216964675,Google
663,2018-10-26,-9.869524824092215,Google
664,2018-10-27,-10.389952581118756,Google
665,2018-10-28,-13.616302823927155,Google
666,2018-10-29,-12.805649964995096,Google
